,wl,u,g,r,i,z,y
343,643,0.0,4e-06,0.675839,0.000199,9e-06,4.7999999999999994e-05
344,644,0.0,4e-06,0.677944,0.000241,1.1000000000000001e-05,6.3e-05
345,645,0.0,5e-06,0.677899,0.00031600000000000004,1.6e-05,8.800000000000001e-05
346,646,0.0,5e-06,0.678176,0.000439,2.6e-05,0.000149
347,647,0.0,5.999999999999999e-06,0.6772889999999999,0.0005870000000000001,0.0025800000000000003,0.000312
348,648,0.0,5.999999999999999e-06,0.677349,0.0007099999999999999,5.1000000000000006e-05,0.00021899999999999998
349,649,0.0,7e-06,0.678528,0.000819,0.0018490000000000002,0.00016199999999999998
350,650,0.0,7e-06,0.680536,0.000942,3e-05,0.000171
351,651,0.0,8e-06,0.683756,0.00113,1.3e-05,9.499999999999999e-05
352,652,0.0,8e-06,0.6877800000000001,0.001392,1.1999999999999999e-05,9.400000000000001e-05
353,653,0.0,1e-05,0.69026,0.001707,1.6e-05,9.599999999999999e-05
354,654,0.0,1.1000000000000001e-05,0.693478,0.002053,1.9e-05,9.499999999999999e-05
355,655,0.0,1.1999999999999999e-05,0.694469,0.002393,2.2000000000000003e-05,8.3e-05
356,656,0.0,1.4e-05,0.695013,0.002716,2e-05,6.1000000000000005e-05
357,657,0.0,1.5e-05,0.69479,0.0030220000000000004,2.1e-05,4.1e-05
358,658,0.0,1.8e-05,0.694951,0.003331,6.9e-05,3.1e-05
359,659,0.0,2e-05,0.6939879999999999,0.003654,0.00031099999999999997,3.1e-05
360,660,0.0,2.3e-05,0.6950620000000001,0.004026,2.8e-05,4.1e-05
361,661,0.0,2.7000000000000002e-05,0.696789,0.004462,5e-06,6.1000000000000005e-05
362,662,0.0,3.1e-05,0.699024,0.005,2e-06,8.3e-05
363,663,0.0,3.6e-05,0.7014929999999999,0.005707,1e-06,0.00010200000000000001
364,664,0.0,4.2e-05,0.703925,0.0066820000000000004,1e-06,0.00010899999999999999
365,665,0.0,4.7000000000000004e-05,0.705296,0.008062,1e-06,0.000103
366,666,0.0,5.2e-05,0.706155,0.010062,1e-06,9.1e-05
367,667,0.0,5.4999999999999995e-05,0.70616,0.013012,1e-06,7.400000000000001e-05
368,668,0.0,5.4999999999999995e-05,0.705975,0.017472,1e-06,5.4999999999999995e-05
369,669,0.0,5.6e-05,0.7061459999999999,0.024363000000000003,2e-06,3.8e-05
370,670,0.0,5.6e-05,0.706528,0.035022000000000005,1e-06,2.3999999999999997e-05
371,671,0.0,5.7999999999999994e-05,0.7068429999999999,0.050711000000000006,1e-06,1.4e-05
372,672,0.0,6.1000000000000005e-05,0.708574,0.07078999999999999,1e-06,9e-06
373,673,0.0,7.000000000000001e-05,0.7076340000000001,0.089657,1e-06,5.999999999999999e-06
374,674,0.0,8.4e-05,0.7067279999999999,0.101671,0.0,5.999999999999999e-06
375,675,0.0,0.00010800000000000001,0.701707,0.107288,0.0,5e-06
376,676,0.0,0.00014800000000000002,0.691711,0.112435,0.0,4e-06
377,677,0.0,0.00020899999999999998,0.677377,0.12204100000000001,0.0,4e-06
378,678,0.0,0.000293,0.660115,0.136654,0.0,5e-06
379,679,0.0,0.000363,0.64,0.151687,0.0,7e-06
380,680,0.0,0.000322,0.620073,0.165077,0.0,7e-06
381,681,0.0,0.000224,0.6008939999999999,0.179603,0.0,1.1000000000000001e-05
382,682,0.0,0.000147,0.58222,0.19750800000000002,0.0,2e-05
383,683,0.0,9.8e-05,0.563829,0.218428,0.0,3.6e-05
384,684,0.0,7.1e-05,0.545161,0.24130600000000002,0.0,4.9e-05
385,685,0.0,5.9e-05,0.525615,0.267377,0.0,4.2e-05
386,686,0.0,5.9e-05,0.501486,0.29871400000000004,0.0,2.3999999999999997e-05
387,687,0.0,7.2e-05,0.472409,0.336464,0.0,1.4e-05
388,688,0.0,0.000101,0.440075,0.37687600000000004,0.0,8e-06
389,689,0.0,0.000156,0.408754,0.416083,0.0,5.999999999999999e-06
390,690,0.0,0.000225,0.38016,0.449146,1e-06,5.999999999999999e-06
391,691,0.0,0.000242,0.351935,0.46980200000000005,1e-06,5.999999999999999e-06
392,692,0.0,0.000181,0.32533700000000004,0.482316,2.9999999999999997e-06,7e-06
393,693,0.0,0.000113,0.298574,0.491149,4e-06,9e-06
394,694,0.0,6.8e-05,0.270697,0.502611,2.9999999999999997e-06,1.1999999999999999e-05
395,695,0.0,4e-05,0.239701,0.520311,2e-06,1.4e-05
396,696,0.0,2.3999999999999997e-05,0.204188,0.5462319999999999,2e-06,1.5e-05
397,697,0.0,1.4e-05,0.164354,0.579482,2e-06,1.4e-05
398,698,0.0,9e-06,0.123531,0.617259,2e-06,1.1999999999999999e-05
399,699,0.0,5.999999999999999e-06,0.086863,0.6547660000000001,2e-06,1e-05
400,700,0.0,4e-06,0.058186,0.686394,2.9999999999999997e-06,7e-06
401,701,0.0,2.9999999999999997e-06,0.038384,0.708835,4e-06,5e-06
402,702,0.0,2e-06,0.025310000000000003,0.719155,5.999999999999999e-06,5e-06
403,703,0.0,2e-06,0.016917,0.7195130000000001,1.1999999999999999e-05,7e-06
404,704,0.0,2e-06,0.011554,0.71575,1.6e-05,5.999999999999999e-06
405,705,0.0,1e-06,0.008067999999999999,0.7115699999999999,1.1999999999999999e-05,2.9999999999999997e-06
406,706,0.0,1e-06,0.005753,0.709309,9e-06,2.9999999999999997e-06
407,707,0.0,1e-06,0.0041849999999999995,0.7104689999999999,7e-06,2.9999999999999997e-06
408,708,0.0,1e-06,0.003106,0.715874,7e-06,5e-06
409,709,0.0,1e-06,0.0023380000000000002,0.721426,7e-06,1.1000000000000001e-05
410,710,0.0,1e-06,0.001791,0.728814,8e-06,2.8999999999999997e-05
411,711,0.0,1e-06,0.001391,0.734564,9e-06,3.1e-05
412,712,0.0,1e-06,0.001096,0.7386780000000001,9e-06,1.4e-05
413,713,0.0,1e-06,0.000877,0.7404980000000001,1e-05,8e-06
414,714,0.0,1e-06,0.000712,0.7394670000000001,1.1000000000000001e-05,5e-06
415,715,0.0,1e-06,0.000588,0.7375,1.1999999999999999e-05,4e-06
416,716,0.0,1e-06,0.000493,0.734753,1.3e-05,2.9999999999999997e-06
417,717,0.0,1e-06,0.000422,0.733984,1.4e-05,4e-06
418,718,0.0,2e-06,0.00036700000000000003,0.733335,1.7e-05,5.999999999999999e-06
419,719,0.0,2e-06,0.00032300000000000004,0.733633,2e-05,8e-06
420,720,0.0,2.9999999999999997e-06,0.000289,0.734705,1.9e-05,5.999999999999999e-06
421,721,0.0,4e-06,0.000261,0.7367440000000001,1.9e-05,1.1999999999999999e-05
422,722,0.0,5e-06,0.000237,0.737793,1.8e-05,8e-06
423,723,0.0,8e-06,0.00021700000000000002,0.740251,1.6e-05,2.9999999999999997e-06
424,724,0.0,1.5e-05,0.0002,0.7413580000000001,1.5e-05,2e-06
425,725,0.0,5.3e-05,0.000186,0.742291,1.5e-05,1e-06
426,726,0.0,5.9e-05,0.00017500000000000003,0.7441530000000001,1.5e-05,1e-06
427,727,0.0,0.0001,0.000165,0.742568,1.6e-05,1e-06
428,728,0.0,0.000249,0.000157,0.742484,1.6e-05,0.0
429,729,0.0,3.9e-05,0.000151,0.744681,1.8e-05,0.0
430,730,0.0,1.3e-05,0.000146,0.74417,2e-05,0.0
431,731,0.0,7e-06,0.00014099999999999998,0.744182,2.1e-05,0.0
432,732,0.0,5e-06,0.000136,0.7454189999999999,2.3e-05,0.0
433,733,0.0,5e-06,0.000131,0.745973,2.6e-05,0.0
434,734,0.0,5e-06,0.000125,0.746641,3.1e-05,0.0
435,735,0.0,5e-06,0.000119,0.748099,3.5000000000000004e-05,0.0
436,736,0.0,7e-06,0.000111,0.749176,3.8e-05,0.0
437,737,1e-06,1e-05,0.000103,0.750946,3.7000000000000005e-05,0.0
438,738,1e-06,1.9e-05,9.599999999999999e-05,0.751845,3.5000000000000004e-05,0.0
439,739,1e-06,6.4e-05,8.800000000000001e-05,0.7526980000000001,3.2e-05,0.0
440,740,1e-06,0.00018800000000000002,8.2e-05,0.7547119999999999,3.2e-05,0.0
441,741,1e-06,0.000107,7.6e-05,0.753901,3.2e-05,0.0
442,742,1e-06,2.1e-05,7.000000000000001e-05,0.7564069999999999,3.1e-05,0.0
443,743,2e-06,1e-05,6.6e-05,0.757319,3e-05,0.0
444,744,2e-06,7e-06,6.2e-05,0.7574500000000001,3e-05,0.0
445,745,2.9999999999999997e-06,5e-06,5.7999999999999994e-05,0.756147,3.3e-05,0.0
446,746,4e-06,4e-06,5.4999999999999995e-05,0.757272,3.8e-05,0.0
447,747,5e-06,2.9999999999999997e-06,5.3e-05,0.7559229999999999,4.7999999999999994e-05,0.0
448,748,7e-06,2.9999999999999997e-06,5.1000000000000006e-05,0.755734,6.5e-05,0.0
449,749,1e-05,2.9999999999999997e-06,4.9e-05,0.753941,8.800000000000001e-05,0.0
450,750,1.4e-05,2e-06,4.7999999999999994e-05,0.7524590000000001,0.000114,0.0
451,751,1.1000000000000001e-05,2e-06,4.7000000000000004e-05,0.7533620000000001,0.00013,0.0
452,752,5.999999999999999e-06,2.9999999999999997e-06,4.7999999999999994e-05,0.7548950000000001,0.000128,0.0
453,753,2.9999999999999997e-06,2.9999999999999997e-06,4.7999999999999994e-05,0.7542359999999999,0.000119,0.0
454,754,2.9999999999999997e-06,2.9999999999999997e-06,5e-05,0.756463,0.000112,0.0
455,755,2.9999999999999997e-06,4e-06,5.2e-05,0.757059,0.00010899999999999999,0.0
456,756,2.9999999999999997e-06,4e-06,5.3e-05,0.758721,0.00010899999999999999,0.0
457,757,7e-06,5.999999999999999e-06,5.4000000000000005e-05,0.76081,0.00010899999999999999,0.0
458,758,9e-06,7e-06,5.4000000000000005e-05,0.76176,0.00010899999999999999,1e-06
459,759,4e-06,1.1000000000000001e-05,5.3e-05,0.764018,0.00011599999999999999,1e-06
460,760,2.9999999999999997e-06,1.7e-05,5.1000000000000006e-05,0.7646970000000001,0.000132,2e-06
461,761,4e-06,2.7000000000000002e-05,4.7999999999999994e-05,0.764143,0.00015900000000000002,2.9999999999999997e-06
462,762,5.999999999999999e-06,3.5000000000000004e-05,4.4999999999999996e-05,0.764086,0.0002,8e-06
463,763,7e-06,3.3e-05,4.3e-05,0.762481,0.000256,2e-05
464,764,1e-05,2.6e-05,4.2e-05,0.7624110000000001,0.000322,5.1000000000000006e-05
465,765,1.4e-05,2e-05,4.1e-05,0.761442,0.000387,6.5e-05
466,766,2.1e-05,1.7e-05,4.1e-05,0.759537,0.00043400000000000003,4.4999999999999996e-05
467,767,1.9e-05,1.6e-05,4.2e-05,0.757782,0.00045900000000000004,3.2e-05
468,768,1.5e-05,1.6e-05,4.4000000000000006e-05,0.7569119999999999,0.000472,2.5e-05
469,769,2.3e-05,1.8e-05,4.6e-05,0.75492,0.00048,2.1e-05
470,770,1.4e-05,2.3999999999999997e-05,4.7999999999999994e-05,0.7559520000000001,0.000492,1.7e-05
471,771,1.1000000000000001e-05,3.5000000000000004e-05,4.9e-05,0.7566849999999999,0.000513,1.4e-05
472,772,1.1000000000000001e-05,6.6e-05,4.7999999999999994e-05,0.757603,0.000549,1.1999999999999999e-05
473,773,1.1999999999999999e-05,0.000123,4.6e-05,0.759012,0.000605,1.1000000000000001e-05
474,774,1.3e-05,0.000136,4.3e-05,0.7584420000000001,0.000684,1.1000000000000001e-05
475,775,1.3e-05,0.000207,3.9e-05,0.7598940000000001,0.000794,1.1999999999999999e-05
476,776,1.4e-05,0.00030700000000000004,3.6e-05,0.758971,0.000931,1.8e-05
477,777,1.5e-05,0.000257,3.3e-05,0.7601690000000001,0.0011,2e-05
478,778,1.8e-05,0.000173,3.1e-05,0.760758,0.0012920000000000002,1.4e-05
479,779,2.1e-05,0.000132,2.8999999999999997e-05,0.759065,0.0015010000000000002,1.3e-05
480,780,2.3e-05,0.00012200000000000001,2.7000000000000002e-05,0.758352,0.001729,1.6e-05
481,781,2.5e-05,0.000131,2.6e-05,0.758359,0.001974,2.5e-05
482,782,2.6e-05,0.000145,2.5e-05,0.756417,0.0022389999999999997,3.8e-05
483,783,2.8999999999999997e-05,0.00017600000000000002,2.5e-05,0.757851,0.002561,4.2e-05
484,784,3.1e-05,0.000252,2.5e-05,0.7560290000000001,0.002954,4.1e-05
485,785,2.8e-05,0.000312,2.5e-05,0.7556059999999999,0.003478,4.1e-05
486,786,2.6e-05,0.000235,2.6e-05,0.7567050000000001,0.004187,4.1e-05
487,787,2.8e-05,0.000181,2.7000000000000002e-05,0.7555230000000001,0.005096000000000001,4.3e-05
488,788,3.3e-05,0.00022700000000000002,3e-05,0.75319,0.0062109999999999995,4.3e-05
489,789,4.2e-05,0.000274,3.2e-05,0.755107,0.007533,3.9e-05
490,790,5.4000000000000005e-05,0.00023099999999999998,3.4e-05,0.7526999999999999,0.008899,3.6e-05
491,791,7.400000000000001e-05,0.00014800000000000002,3.7000000000000005e-05,0.755343,0.010345,3.9e-05
492,792,9.900000000000001e-05,0.000105,4e-05,0.754182,0.011774,4.7000000000000004e-05
493,793,0.0001,8.800000000000001e-05,4.4000000000000006e-05,0.75315,0.013332,6.1000000000000005e-05
494,794,7.2e-05,8.800000000000001e-05,4.7999999999999994e-05,0.754405,0.015210999999999999,7.400000000000001e-05
495,795,5.7e-05,0.000101,5e-05,0.7538710000000001,0.017528,7.2e-05
496,796,5.4999999999999995e-05,0.000134,5e-05,0.754242,0.020625,5.7e-05
497,797,5.7e-05,0.000178,4.7000000000000004e-05,0.7530840000000001,0.024918999999999997,4.4000000000000006e-05
498,798,5.4000000000000005e-05,0.000196,4.4000000000000006e-05,0.753113,0.03125,3.6e-05
499,799,4.4000000000000006e-05,0.000153,4e-05,0.748809,0.040454,3.3e-05
500,800,3.5000000000000004e-05,0.000107,3.7000000000000005e-05,0.7444580000000001,0.053987,3.5000000000000004e-05
501,801,3e-05,0.00010800000000000001,3.5000000000000004e-05,0.736025,0.072479,4e-05
502,802,2.7000000000000002e-05,0.00016299999999999998,3.4e-05,0.7249859999999999,0.09503299999999999,4.4999999999999996e-05
503,803,2.8e-05,0.00021600000000000002,3.5000000000000004e-05,0.713956,0.118033,4.3e-05
504,804,3.1e-05,0.000346,3.8e-05,0.699101,0.13594,3.8e-05
505,805,3.9e-05,0.000707,4e-05,0.6813760000000001,0.147491,3.6e-05
506,806,5.2e-05,0.000982,4.4000000000000006e-05,0.662169,0.155973,3.7000000000000005e-05
507,807,6.1000000000000005e-05,0.000736,4.7000000000000004e-05,0.643759,0.16593599999999997,3.9e-05
508,808,6.4e-05,0.0005290000000000001,4.7999999999999994e-05,0.626029,0.179882,4.3e-05
509,809,7.8e-05,0.00045900000000000004,4.7999999999999994e-05,0.6084109999999999,0.197584,5.1000000000000006e-05
510,810,9.900000000000001e-05,0.000487,4.6e-05,0.588994,0.215703,6.2e-05
511,811,0.000145,0.000528,4.4999999999999996e-05,0.57218,0.232906,7.7e-05
512,812,0.000259,0.000691,4.6e-05,0.555289,0.24749,8.4e-05
513,813,0.000547,0.001194,4.9e-05,0.5397890000000001,0.260971,8.2e-05
514,814,0.0011819999999999999,0.002391,6.1000000000000005e-05,0.52245,0.273351,7.900000000000001e-05
515,815,0.001696,0.0024679999999999997,0.000101,0.5066080000000001,0.288574,7.3e-05
516,816,0.001206,0.001161,0.000533,0.490578,0.308959,6e-05
517,817,0.000687,0.000666,0.000239,0.46949199999999996,0.33465000000000006,5.1000000000000006e-05
518,818,0.00043999999999999996,0.0006180000000000001,0.000129,0.447674,0.37059,4.6e-05
519,819,0.000339,0.000679,0.000172,0.42275100000000004,0.41417499999999996,4.4000000000000006e-05
520,820,0.00032099999999999994,0.000611,0.000338,0.39618400000000004,0.461188,4.4999999999999996e-05
521,821,0.00037,0.00043200000000000004,0.001057,0.366079,0.501307,4.7999999999999994e-05
522,822,0.00046899999999999996,0.000349,0.002487,0.33542900000000003,0.532249,5.4000000000000005e-05
523,823,0.000448,0.000332,0.0005949999999999999,0.30419,0.5521280000000001,6e-05
524,824,0.000297,0.000368,0.00020400000000000003,0.27416799999999997,0.565628,6.8e-05
525,825,0.000206,0.000474,0.00010200000000000001,0.245022,0.5759219999999999,7.6e-05
526,826,0.000214,0.0007019999999999999,6.5e-05,0.217283,0.587442,8.3e-05
527,827,0.000287,0.000957,4.9e-05,0.191841,0.604318,8.9e-05
528,828,0.00024400000000000002,0.001163,4.3e-05,0.167985,0.624529,9.499999999999999e-05
529,829,0.000164,0.000765,4.4999999999999996e-05,0.146763,0.6507590000000001,0.00010200000000000001
530,830,0.00012200000000000001,0.00043799999999999997,5.4999999999999995e-05,0.12698299999999998,0.676399,0.00010999999999999999
531,831,0.000107,0.000285,8.2e-05,0.109371,0.702662,0.000121
532,832,0.000118,0.000208,0.000173,0.093338,0.72426,0.000136
533,833,0.000197,0.000173,0.0009239999999999999,0.079415,0.7438389999999999,0.00015800000000000002
534,834,0.000598,0.000165,0.000584,0.066828,0.754295,0.000182
535,835,0.000559,0.00019800000000000002,0.001428,0.056063,0.7614019999999999,0.000206
536,836,0.000189,0.00032,0.000718,0.046569,0.7606010000000001,0.00021999999999999998
537,837,0.000105,0.000498,0.000165,0.038753,0.7613420000000001,0.00021999999999999998
538,838,8.2e-05,0.000496,6.7e-05,0.032115,0.75881,0.00020899999999999998
539,839,8.4e-05,0.00045400000000000003,3.6e-05,0.026648,0.756154,0.00019800000000000002
540,840,8.999999999999999e-05,0.00046100000000000004,2.2000000000000003e-05,0.022359,0.759263,0.000196
541,841,6.6e-05,0.000442,1.5e-05,0.018772999999999998,0.758807,0.000202
542,842,4.7000000000000004e-05,0.000312,1.1000000000000001e-05,0.015961,0.762525,0.000211
543,843,3.4e-05,0.00020299999999999997,8e-06,0.013543000000000001,0.758628,0.00021
544,844,2.8999999999999997e-05,0.000161,7e-06,0.011665000000000002,0.759838,0.000202
545,845,4.2e-05,0.000167,5e-06,0.010109,0.759618,0.000195
546,846,2.5e-05,0.000205,5e-06,0.008778000000000001,0.755116,0.00019199999999999998
547,847,1.8e-05,0.000252,4e-06,0.007719,0.7551749999999999,0.000197
548,848,1.8e-05,0.000278,2.9999999999999997e-06,0.006836,0.7559359999999999,0.000212
549,849,2.2000000000000003e-05,0.000305,2.9999999999999997e-06,0.006102,0.7584730000000001,0.000236
550,850,3.1e-05,0.000391,2.9999999999999997e-06,0.005434,0.755556,0.00027
551,851,5e-05,0.000575,2.9999999999999997e-06,0.004861,0.7522880000000001,0.000315
552,852,9.8e-05,0.000832,2.9999999999999997e-06,0.004406,0.75554,0.00037400000000000004
553,853,0.000224,0.001023,2.9999999999999997e-06,0.0039900000000000005,0.7545069999999999,0.00043400000000000003
554,854,0.00014000000000000001,0.0008690000000000001,2.9999999999999997e-06,0.003628,0.7534449999999999,0.00048300000000000003
555,855,8.2e-05,0.000582,2.9999999999999997e-06,0.0033179999999999998,0.753409,0.000511
556,856,7.7e-05,0.00033,2.9999999999999997e-06,0.003037,0.751409,0.000514
557,857,9.400000000000001e-05,0.00017,2.9999999999999997e-06,0.002798,0.752159,0.0005
558,858,8.099999999999999e-05,9.7e-05,4e-06,0.0025779999999999996,0.751449,0.000475
559,859,5e-05,6.5e-05,4e-06,0.0023799999999999997,0.7514270000000001,0.000453
560,860,2.8e-05,5e-05,5e-06,0.0022040000000000002,0.754135,0.00043799999999999997
561,861,1.8e-05,4.2e-05,5.999999999999999e-06,0.0020239999999999998,0.751459,0.000428
562,862,1.3e-05,3.9e-05,5.999999999999999e-06,0.0018590000000000002,0.7504890000000001,0.000429
563,863,1.1999999999999999e-05,3.8e-05,8e-06,0.001703,0.7509180000000001,0.000443
564,864,1.4e-05,4.1e-05,9e-06,0.0015459999999999998,0.7475780000000001,0.00047
565,865,1.4e-05,4.9e-05,1.1000000000000001e-05,0.0014039999999999999,0.748069,0.000519
566,866,1.1000000000000001e-05,7.2e-05,1.4e-05,0.001268,0.746973,0.0005899999999999999
567,867,1.1999999999999999e-05,0.000145,1.7e-05,0.001143,0.747346,0.0006940000000000001
568,868,1.5e-05,0.00021700000000000002,2.3e-05,0.0010299999999999999,0.7481329999999999,0.00084
569,869,2.2000000000000003e-05,0.00013299999999999998,3.2e-05,0.000925,0.746101,0.001035
570,870,2.7000000000000002e-05,0.000105,4.7000000000000004e-05,0.000834,0.7462789999999999,0.0012950000000000001
571,871,2.5e-05,0.000125,7.6e-05,0.000756,0.746697,0.0016239999999999998
572,872,2.1e-05,0.00019199999999999998,0.000135,0.000688,0.746718,0.002007
573,873,1.9e-05,0.000236,0.000246,0.000629,0.744892,0.002403
574,874,2e-05,0.000145,0.0003,0.000583,0.746899,0.002782
575,875,2.3e-05,7.5e-05,0.000186,0.000542,0.744969,0.0030830000000000002
576,876,2.7000000000000002e-05,4.7000000000000004e-05,9.8e-05,0.000509,0.744868,0.003329
577,877,2.3999999999999997e-05,3.6e-05,5.7e-05,0.000481,0.7451349999999999,0.0035470000000000002
578,878,2.2000000000000003e-05,3.3e-05,3.7000000000000005e-05,0.000456,0.742984,0.003758
579,879,2e-05,3.4e-05,2.6e-05,0.00043400000000000003,0.7395229999999999,0.003992
580,880,1.4e-05,4e-05,2.1e-05,0.000416,0.7404160000000001,0.004295
581,881,1.1000000000000001e-05,4.9e-05,1.8e-05,0.000399,0.740864,0.004654
582,882,9e-06,6.6e-05,1.7e-05,0.00038199999999999996,0.740295,0.005083
583,883,7e-06,9.900000000000001e-05,1.9e-05,0.000365,0.738199,0.005594
584,884,7e-06,0.000173,2.7000000000000002e-05,0.000349,0.739267,0.006241
585,885,5.999999999999999e-06,0.00032599999999999996,4.4000000000000006e-05,0.000334,0.739923,0.00701
586,886,7e-06,0.000357,3.6e-05,0.000317,0.738662,0.007890000000000001
587,887,9e-06,0.00032099999999999994,2.3999999999999997e-05,0.000303,0.739041,0.008918
588,888,1.1999999999999999e-05,0.000221,2.1e-05,0.00029,0.740559,0.010098000000000001
589,889,1.4e-05,0.000101,2.2000000000000003e-05,0.000278,0.740149,0.011397999999999998
590,890,1.4e-05,5e-05,2.6e-05,0.00026700000000000004,0.7378230000000001,0.01282
591,891,1.1999999999999999e-05,2.8999999999999997e-05,3.8e-05,0.000258,0.738557,0.014457
592,892,9e-06,2e-05,6.2e-05,0.00025100000000000003,0.73745,0.01623
593,893,5.999999999999999e-06,1.6e-05,0.000113,0.00024400000000000002,0.73634,0.018191
594,894,5.999999999999999e-06,1.4e-05,0.000143,0.000238,0.734693,0.020377
595,895,5.999999999999999e-06,1.4e-05,9.400000000000001e-05,0.00023199999999999997,0.732287,0.022866
596,896,5e-06,1.7e-05,6.3e-05,0.000225,0.7289709999999999,0.025768
597,897,5.999999999999999e-06,2.8999999999999997e-05,6.5e-05,0.00021799999999999999,0.726079,0.02926
598,898,5.999999999999999e-06,8.800000000000001e-05,7.900000000000001e-05,0.00020899999999999998,0.7211799999999999,0.033364
599,899,7e-06,5.4999999999999995e-05,5.4999999999999995e-05,0.0002,0.7182989999999999,0.038348
600,900,7e-06,3.5000000000000004e-05,3.2e-05,0.00018800000000000002,0.709078,0.043803
601,901,8e-06,4.1e-05,2.2000000000000003e-05,0.00017600000000000002,0.696325,0.049771
602,902,1.1999999999999999e-05,6.5e-05,1.8e-05,0.000164,0.6821299999999999,0.056344000000000005
603,903,1.7e-05,0.000127,1.6e-05,0.000152,0.666528,0.063525
604,904,1.1999999999999999e-05,0.000325,1.6e-05,0.00014099999999999998,0.649432,0.071359
605,905,9e-06,0.000779,1.6e-05,0.000132,0.633922,0.08032500000000001
606,906,8e-06,0.000428,1.7e-05,0.000125,0.616346,0.090163
607,907,8e-06,0.000168,1.9e-05,0.000118,0.60037,0.101548
608,908,1e-05,8.5e-05,2.1e-05,0.000113,0.5824320000000001,0.11404199999999999
609,909,1.1999999999999999e-05,5.1000000000000006e-05,2.5e-05,0.00010999999999999999,0.566066,0.12828099999999998
610,910,1.3e-05,3.5000000000000004e-05,3e-05,0.00010800000000000001,0.548658,0.143457
611,911,1.3e-05,2.7000000000000002e-05,3.7000000000000005e-05,0.000107,0.533307,0.15964
612,912,9e-06,2.3e-05,4.7000000000000004e-05,0.000107,0.518823,0.175446
613,913,5e-06,2.1e-05,5.9e-05,0.000107,0.503657,0.189035
614,914,5e-06,2.3999999999999997e-05,7.5e-05,0.00010800000000000001,0.488049,0.199612
615,915,7e-06,3.3e-05,9.3e-05,0.00010800000000000001,0.46984499999999996,0.20651
616,916,2.9999999999999997e-06,6.5e-05,0.000112,0.00010899999999999999,0.454318,0.213453
617,917,2e-06,0.00017999999999999998,0.000124,0.00010899999999999999,0.435801,0.21998
618,918,2e-06,0.000144,0.000126,0.00010899999999999999,0.417829,0.229879
619,919,2.9999999999999997e-06,0.000239,0.00011599999999999999,0.00010800000000000001,0.39756100000000005,0.243352
620,920,4e-06,0.00034700000000000003,0.0001,0.000106,0.377596,0.26283
621,921,7e-06,0.000136,8.3e-05,0.00010200000000000001,0.356691,0.287179
622,922,1e-05,7.2e-05,6.9e-05,9.8e-05,0.333825,0.312762
623,923,9e-06,9.599999999999999e-05,5.7999999999999994e-05,9.2e-05,0.31138899999999997,0.33692500000000003
624,924,8e-06,0.000146,5.1000000000000006e-05,8.7e-05,0.289382,0.35556899999999997
625,925,7e-06,3.2e-05,4.7000000000000004e-05,8.3e-05,0.269067,0.369158
626,926,5.999999999999999e-06,2.2000000000000003e-05,4.4999999999999996e-05,8e-05,0.248329,0.37672100000000003
627,927,5.999999999999999e-06,1.9e-05,4.3e-05,7.8e-05,0.228352,0.382536
628,928,5.999999999999999e-06,1.8e-05,4.1e-05,7.8e-05,0.20927099999999998,0.38912599999999997
629,929,8e-06,2.1e-05,4e-05,7.8e-05,0.192489,0.400807
630,930,9e-06,2.8999999999999997e-05,3.9e-05,8e-05,0.176519,0.415772
631,931,7e-06,5.4000000000000005e-05,4e-05,8.099999999999999e-05,0.161033,0.433014
632,932,4e-06,0.000179,4.3e-05,8.2e-05,0.146812,0.453544
633,933,2.9999999999999997e-06,0.001119,4.9e-05,8.2e-05,0.133401,0.474515
634,934,2e-06,0.000128,5.4999999999999995e-05,8.099999999999999e-05,0.120974,0.494632
635,935,2e-06,4e-05,6.4e-05,7.8e-05,0.11002100000000001,0.514876
636,936,4e-06,2.1e-05,7.3e-05,7.400000000000001e-05,0.098846,0.526365
637,937,1e-05,1.4e-05,7.900000000000001e-05,6.9e-05,0.088833,0.534323
638,938,6.7e-05,1.1000000000000001e-05,8.099999999999999e-05,6.5e-05,0.08010400000000001,0.539578
639,939,2.1e-05,1e-05,7.8e-05,6.2e-05,0.07176199999999999,0.5370750000000001
640,940,5.999999999999999e-06,1e-05,7.1e-05,6.1000000000000005e-05,0.064235,0.5314869999999999
641,941,4e-06,1.3e-05,6.2e-05,6.1000000000000005e-05,0.057457,0.524899
642,942,4e-06,1.9e-05,5.3e-05,6.1000000000000005e-05,0.051345,0.518647
643,943,5.999999999999999e-06,6.1000000000000005e-05,4.3e-05,5.6e-05,0.045952,0.5145150000000001
644,944,1.1000000000000001e-05,0.000285,3.5000000000000004e-05,5e-05,0.041158,0.5119360000000001
645,945,7e-06,3.7000000000000005e-05,2.8e-05,4.7000000000000004e-05,0.036818,0.5092260000000001
646,946,5e-06,5.3e-05,2.3e-05,4.7000000000000004e-05,0.03304,0.507801
647,947,4e-06,0.000433,1.9e-05,5e-05,0.029609,0.504632
648,948,5e-06,9.2e-05,1.7e-05,5.7e-05,0.026521,0.49966900000000003
649,949,7e-06,2.1e-05,1.5e-05,6.8e-05,0.02387,0.495366
650,950,9e-06,9e-06,1.4e-05,8.2e-05,0.021511,0.490037
651,951,9e-06,5.999999999999999e-06,1.4e-05,9.1e-05,0.019381,0.483335
652,952,9e-06,4e-06,1.4e-05,8.6e-05,0.017485,0.47647100000000003
