,observationId,night,observationStartMJD,fiveSigmaDepth,filter,airmass,skyBrightness,seeingFwhmEff,fieldId,fieldRA,fieldDec
0,1923,3,59856.35335647184,24.032267781220003,r,1.2815447447519823,21.065518144471852,1.0220678253962392,-1,75.64554057524906,-68.79684199037582
1,1996,3,59856.387608351884,23.535706599991258,i,1.242387526627447,19.60217198321637,0.7704123713817914,-1,77.67678004278294,-66.54990523264597
2,2774,4,59857.3452429197,23.968351430287576,r,1.370114384241416,21.009205917031032,1.049510883642819,-1,81.70369434006547,-72.72357749113598
3,5118,7,59860.32451422657,22.058213484862716,y,1.3313397466966612,18.122261420910863,0.8327176813845351,-1,76.87093620909921,-70.84963192719907
4,5151,7,59860.339312270364,21.95994649764577,y,1.3224289395955853,18.133994436273838,0.917602811684303,-1,76.87093620909921,-70.84963192719907
5,5172,7,59860.348867704546,22.12063100020179,y,1.3149848279452885,18.162859099055435,0.8024235074392765,-1,82.56695312974942,-70.29637146076985
6,5173,7,59860.34931621739,22.164517345945374,y,1.2655973062372112,18.184968761471648,0.7842030425387176,-1,78.24450578433918,-67.87052518140274
7,5174,7,59860.34976220095,22.206656517357096,y,1.2318211264136039,18.224357825422036,0.7715779123804007,-1,82.42607487056286,-65.41429198043892
8,5982,8,59861.32599497523,22.059248278351042,y,1.2665647864896719,18.145573134803634,0.8490757670920104,-1,83.88006706975146,-66.25415634701055
9,5983,8,59861.32644218277,22.002974721806204,y,1.2681278826717117,18.133088556322583,0.8891247189108766,-1,77.20493486940101,-67.47024881830744
10,6015,8,59861.34100077715,22.08592630533949,y,1.2517506645038774,18.15931424655386,0.8354266341494427,-1,83.88006706975146,-66.25415634701055
11,6016,8,59861.34144800178,22.153099875136995,y,1.259732537377736,18.14369966684871,0.7789548651776101,-1,77.20493486940101,-67.47024881830744
12,7721,10,59863.35089143164,21.917426263522234,y,1.3589429335361392,18.114476743617956,0.9406890113258751,-1,85.59216301968209,-72.53190204806725
13,9394,12,59865.358635086224,22.48966503213859,z,1.37948419675027,18.798788681093672,1.1775010763338174,-1,82.02855768239579,-73.77498249431618
14,9395,12,59865.35908291641,22.539362087491902,z,1.325545643990152,18.840685465672774,1.149656468341453,-1,85.32978903612717,-71.18633550347298
15,9396,12,59865.359530256566,22.536317425405322,z,1.3278502748682133,18.83700669701352,1.1508553466648404,-1,75.58448112518074,-71.28821915424294
16,11062,14,59867.37590262026,22.76348713600479,z,1.23756325074479,18.71802284298725,0.8910354274328076,-1,79.5642191508638,-65.91234588527998
17,11063,14,59867.37634842318,22.624614340899797,z,1.2710547859803436,18.642841164649052,0.9774408136865215,-1,83.54760450265418,-68.23875296968242
18,20426,29,59882.33144078154,23.079446615084013,u,1.2311300491012893,22.637530079024767,1.452443992979861,-1,79.50674215219304,-65.59916970847304
19,20427,29,59882.331889606714,23.030918193066153,u,1.2770821354831468,22.626690456156666,1.4847329053656826,-1,80.12017908540987,-68.46281591992447
20,20428,29,59882.33233842781,22.974360177026476,u,1.3297682704085896,22.604139886011993,1.5211870355066859,-1,80.96319381574615,-71.31526843348918
21,20429,29,59882.332787250554,22.908974445620093,u,1.3903362588102564,22.57023520374979,1.562388181683513,-1,82.1876552861638,-74.15791955054901
22,20465,29,59882.350802591296,24.6233935968432,g,1.2442126400035491,22.123582566345505,0.934086711156248,-1,79.50674215219304,-65.59916970847304
23,20466,29,59882.35125076096,24.557611097321296,g,1.2890853145428465,22.09038523327454,0.9726768390758789,-1,80.12017908540987,-68.46281591992447
24,20467,29,59882.35169898332,24.502547098533142,g,1.3403990072406133,22.04027718319121,0.9957264341438441,-1,80.96319381574615,-71.31526843348918
25,20468,29,59882.35214724889,24.435497912730835,g,1.399205389914396,21.970119440902195,1.0217119193410387,-1,82.1876552861638,-74.15791955054901
26,25430,43,59896.19691559873,23.52222634390364,i,1.378001918814622,19.50509371040859,0.7389654211881502,-1,76.94919118881506,-71.66025348784406
27,25463,43,59896.21303128153,22.98872160232765,z,1.3590943878029518,18.89497032706577,0.7766732780128134,-1,76.94919118881506,-71.66025348784406
28,25503,43,59896.231619661,23.1384902240392,z,1.2771316976608103,18.961420452135584,0.7001900325034582,-1,81.5484898842849,-67.43991968101132
29,25505,43,59896.23251476233,23.063543768332188,z,1.3218801654814398,18.943629210109776,0.7423071594137424,-1,80.42358635249076,-70.20643409920933
30,25536,43,59896.2482988634,22.323868468497082,y,1.264059585767585,18.318814408520307,0.7182224141701742,-1,81.5484898842849,-67.43991968101132
31,25538,43,59896.24919292875,22.37094195041804,y,1.3108176440361539,18.299378675302997,0.6769578898635413,-1,80.42358635249076,-70.20643409920933
32,30500,50,59903.207490140245,24.967352869348485,g,1.26500660609464,22.146475494559937,0.682957687212103,-1,78.8500274757915,-66.82954607355205
33,30502,50,59903.20838517426,24.885632549219704,g,1.314861436349941,22.119616111648313,0.7225833132593714,-1,77.21589021123775,-69.99533640438307
34,30533,50,59903.224116019075,24.429254357026345,r,1.2527430668604995,21.053990594321018,0.708236745967392,-1,78.8500274757915,-66.82954607355205
35,30535,50,59903.2250101464,24.426541682958888,r,1.3050906666799322,21.020691125978615,0.6965479805227598,-1,77.21589021123775,-69.99533640438307
36,30565,50,59903.238981148206,24.406574633748278,r,1.2444189511866988,21.06804665836483,0.7278757089259756,-1,85.11760119563435,-66.20840953677755
37,30575,50,59903.24348381632,24.278723218829597,r,1.3908194825049962,20.981457601456768,0.7781077047445283,-1,83.4252847290625,-74.1208777771876
38,30576,50,59903.2439323248,24.324875257659563,r,1.3319717685871326,21.00613407506494,0.7581833942855094,-1,77.79822959542221,-71.58091245232492
39,30577,50,59903.24438017567,24.400689059796896,r,1.2835666365187373,21.059792912911302,0.7261680276340401,-1,81.95767430133904,-68.94409216007897
40,30578,50,59903.24482894814,24.438631138431425,r,1.2371397157651691,21.07887428407837,0.7102926505373485,-1,77.8093630777588,-66.30705566548346
41,30598,50,59903.255149662764,23.764933941047374,i,1.2372422755334134,20.27163202226668,0.8282261102634484,-1,85.11760119563435,-66.20840953677755
42,30608,50,59903.25965604934,23.781735509046023,i,1.3873971066901147,20.170561491425914,0.7718356274172693,-1,83.4252847290625,-74.1208777771876
43,30609,50,59903.26010376694,23.918673887052574,i,1.3333154517602854,20.194178876823592,0.6903667539776822,-1,77.79822959542221,-71.58091245232492
44,30610,50,59903.26055237135,23.977386047079044,i,1.2813567287503436,20.25623409974245,0.6740966267243195,-1,81.95767430133904,-68.94409216007897
45,30611,50,59903.261000284816,24.021360455804924,i,1.238912024212389,20.27347066597064,0.6543988370933438,-1,77.8093630777588,-66.30705566548346
46,31979,53,59905.243762855585,23.34482058565201,u,1.2750687647416121,22.614906723023065,1.1106761112840022,-1,78.67080169248077,-68.59060633206181
47,31982,53,59905.24510322298,23.23244905621273,u,1.3827022451099258,22.580525591452897,1.166015886779337,-1,77.03144685504309,-73.91348451246203
48,32012,53,59905.25992636144,24.41128936047481,g,1.2774378340774133,22.14236620809766,1.1354237563742022,-1,78.67080169248077,-68.59060633206181
49,32015,53,59905.26126830493,24.316513355888283,g,1.3865474696971867,22.09315526029886,1.1926553413475005,-1,77.03144685504309,-73.91348451246203
50,32398,54,59906.10553405369,24.28522697922212,g,1.5193142941359628,22.068541756767225,1.1859210404419738,-1,83.54321331100425,-67.70532833770416
51,32399,54,59906.105980097636,24.267287680227497,g,1.534705379691556,22.046895832179036,1.1931147350737477,-1,81.35896058808969,-70.78750989539265
52,32431,54,59906.121581954576,24.026663425164706,r,1.4619923981200174,20.97023934489759,0.9690568016644521,-1,83.54321331100425,-67.70532833770416
53,32432,54,59906.12202802746,23.905653371215646,r,1.4853622672758109,20.94201521116133,1.068351619755919,-1,81.35896058808969,-70.78750989539265
54,32463,54,59906.13607066122,23.92056397253238,r,1.4598374419832407,20.94759822073567,1.0592522760397878,-1,78.49747702881369,-72.49697400270983
55,32492,54,59906.149120642556,24.010689503267155,r,1.3437050392945424,20.99938304576424,1.0085594037221024,-1,78.67109079629718,-67.11319006189647
56,32496,54,59906.15224530003,23.42007704789919,i,1.4281079593074806,20.14367386434386,1.0611362600622791,-1,78.49747702881369,-72.49697400270983
57,32525,54,59906.165293932856,23.29190158223565,i,1.312999470732439,20.20501345305799,1.2374202361109208,-1,78.67109079629718,-67.11319006189647
58,35082,58,59910.04754202107,22.699374511367534,u,1.6862733270129175,22.418059947729127,1.610521888344972,-1,77.36552965996049,-71.75204041781666
59,35115,58,59910.06368892977,24.027346578199797,g,1.6199291756969167,21.93238021127914,1.4060537004334785,-1,77.36552965996049,-71.75204041781666
60,38004,62,59914.180255202395,21.797022923432877,y,1.3906017405034767,18.301766054518954,1.1354216890050695,-1,81.73354376308045,-73.31536756958221
61,38037,62,59914.195841468936,21.706830961875387,y,1.3788221089305621,18.313041417128165,1.2421524657785599,-1,81.73354376308045,-73.31536756958221
62,39128,64,59916.0493986637,22.605712034606423,z,1.6173547699681419,18.735206106835506,1.0134793757377292,-1,81.11886855715679,-68.06629949167555
63,39132,64,59916.05118178002,22.53037643560248,z,1.6488689214478238,18.73451779820668,1.0837959733601312,-1,82.15022314168034,-70.93294113220102
64,39133,64,59916.051625838525,22.484001761815243,z,1.6933795321282827,18.68037693242233,1.10125637993555,-1,83.54481846642999,-73.77547221615012
65,39161,64,59916.06545660676,22.999480277887475,i,1.5472388422265517,19.35642195294477,1.1042005082823572,-1,81.11886855715679,-68.06629949167555
66,39165,64,59916.0672391487,23.00626373032232,i,1.5845879413696293,19.34697386354098,1.089188635873567,-1,82.15022314168034,-70.93294113220102
67,39166,64,59916.067682961155,23.125451366217664,i,1.63441678303198,19.295984858733036,0.9501721245654832,-1,83.54481846642999,-73.77547221615012
68,39190,64,59916.07842970649,23.038633878335816,i,1.5990064822669943,19.321899884521514,1.0443065877144466,-1,83.54481846642999,-73.77547221615012
69,39223,64,59916.09508607436,22.821911230419687,z,1.5502180181029268,18.774341444751478,0.8485508632401902,-1,83.54481846642999,-73.77547221615012
70,39409,64,59916.18029181483,22.0909022916895,y,1.4095248492928065,18.220113177366663,0.8332761048227213,-1,84.69205166236961,-74.05741192652233
71,39412,64,59916.18163359388,22.288594317142035,y,1.3009183559755164,18.297138138750665,0.7307157217739146,-1,76.7847927575679,-69.59504076388573
72,39413,64,59916.18208109252,22.273336179146117,y,1.2977384558682834,18.28152845568697,0.7363815899276738,-1,84.81609912705393,-68.43826246926884
73,39414,64,59916.18252899053,22.321352339290186,y,1.2528171421732617,18.31825210364189,0.7209800207178229,-1,84.8276075909957,-65.64308287485626
74,39442,64,59916.195084660656,22.082401035862386,y,1.3977107290002715,18.228768042745305,0.8445815066653599,-1,84.69205166236961,-74.05741192652233
75,39445,64,59916.196424077214,22.324322441343444,y,1.2948729538424704,18.301178849261998,0.7089824112406413,-1,76.7847927575679,-69.59504076388573
76,39446,64,59916.1968715478,22.287176846240385,y,1.2847917449554778,18.292284061905228,0.7319649075111305,-1,84.81609912705393,-68.43826246926884
77,39447,64,59916.197319959785,22.336656533893148,y,1.2394178548388015,18.330953307624604,0.7163434045827669,-1,84.8276075909957,-65.64308287485626
78,40002,65,59917.12311303381,21.97491045718765,y,1.3169322656467324,18.264846508814017,0.9593939781447491,-1,78.25631326735207,-65.99666236257175
79,40003,65,59917.12356114099,21.846436350567174,y,1.370274456812691,18.20671298841532,1.0439755583300583,-1,79.57741875518185,-69.08182219351441
80,40035,65,59917.137968250034,22.07985859066325,y,1.2898871012091702,18.284296749916564,0.8821731512540856,-1,78.25631326735207,-65.99666236257175
81,40036,65,59917.13841707543,22.015863976636542,y,1.3436122585571337,18.224841729365014,0.9040390506864174,-1,79.57741875518185,-69.08182219351441
82,41532,67,59919.17221299204,22.122834917464168,y,1.268868789053198,18.19406083592392,0.8177371112343221,-1,76.00126407602092,-67.80121656133664
83,41565,67,59919.187145487216,21.992984763324447,y,1.262888899761906,18.197778480312465,0.9239947358869622,-1,76.00126407602092,-67.80121656133664
84,43022,69,59921.20558634893,21.864027852700275,y,1.3804566929942232,18.056486844609104,0.9599131088239757,-1,76.34915124318155,-73.77696582074452
85,43055,69,59921.220381567924,22.00278824295463,y,1.3854439486823409,18.054921318654465,0.8435063246877001,-1,76.34915124318155,-73.77696582074452
86,47057,75,59927.16051204681,24.67284849108633,g,1.2508306839083667,22.178108191018154,0.9078573111764633,-1,83.65930658424865,-66.21221691837594
87,47090,75,59927.17673387347,23.90937064427594,r,1.240533210975899,20.48091566223703,0.9076413920075577,-1,83.65930658424865,-66.21221691837594
88,49849,79,59931.20305355182,23.686676486879886,u,1.3374062774905306,22.591683584530546,0.7848618105503643,-1,83.37987469954719,-71.72749195079203
89,49850,79,59931.20350228399,23.731778024798405,u,1.2844491779062082,22.62312998315015,0.775504676718781,-1,83.5308298593359,-68.96609941866514
90,49882,79,59931.219224851375,24.567617046005054,g,1.3450202424437416,22.106980492854902,0.9586479767993392,-1,83.37987469954719,-71.72749195079203
91,49883,79,59931.21967332425,24.619342468164422,g,1.2924964213504277,22.146637002862413,0.9360078204386534,-1,83.5308298593359,-68.96609941866514
92,50713,80,59932.29893336597,22.631479542830824,u,1.4565637412863732,22.500770343377724,1.9329061328154353,-1,85.05608187685084,-71.70027132278422
93,50746,80,59932.315073406025,24.35878719558968,g,1.4973861507124104,21.887952952566906,1.0447218948976391,-1,85.05608187685084,-71.70027132278422
94,50960,81,59933.09295374068,24.682052007567876,g,1.2933336540160034,22.156869531480204,0.8863818719166717,-1,79.0031510774511,-65.84231994773106
95,50993,81,59933.10918040777,23.47793868520197,u,1.2686896219501058,22.633635441372192,0.9885921173698666,-1,79.0031510774511,-65.84231994773106
