,observationId,night,observationStartMJD,fiveSigmaDepth,filter,airmass,skyBrightness,seeingFwhmEff,fieldId,fieldRA,fieldDec
0,6460,8,59861.32430180678,22.598216729193187,i,1.577028222405541,18.398182009212526,1.0456435605611099,-1,11.481375685548425,-73.18041454674189
1,6495,8,59861.34004951638,22.37849294356622,z,1.629486122005339,18.219277239076618,0.9991166276097847,-1,11.481375685548425,-73.18041454674189
2,7309,9,59862.297062291116,22.132925967475895,z,1.5136312660309188,18.33835939180212,1.3320353644199996,-1,10.659067925393222,-73.13594017057933
3,7344,9,59862.313402951855,21.306962161503964,y,1.558482161041987,17.91071625691506,1.4752399515517263,-1,10.659067925393222,-73.13594017057933
4,9127,11,59864.30199257076,22.47630872513131,z,1.5176462386224199,18.599063632588937,1.0922037073855007,-1,12.086102862648072,-72.37245190270866
5,9162,11,59864.317770115085,21.76009809317223,y,1.564725398548389,18.033682053733855,1.0263610328257808,-1,12.086102862648072,-72.37245190270866
6,12977,16,59869.25637065507,23.601256923788814,r,1.4792376733775978,20.512532031844177,1.2179157854003397,-1,10.827949845997567,-73.93185720873258
7,13012,16,59869.27260215431,23.37626632093356,i,1.5140522955843634,19.86229631955443,0.9930243923046022,-1,10.827949845997567,-73.93185720873258
8,14828,18,59871.30454432977,24.33278282473087,g,1.5829004975779903,21.752920280043085,1.0570463650596351,-1,15.615461318331018,-74.2672303861507
9,14863,18,59871.32033988403,23.92669232955771,r,1.6315990188353482,20.698400941523374,0.9613602664530979,-1,15.615461318331018,-74.2672303861507
10,32110,49,59902.14003026308,24.64077808710622,g,1.411693664587557,22.053214007395027,0.9286843450906307,-1,14.652103852130189,-73.49576542730351
11,32145,49,59902.15633344348,23.270214952976314,u,1.4342456570718294,22.552176631864487,1.3104423280397164,-1,14.652103852130189,-73.49576542730351
12,34291,53,59905.08278692971,23.840818190634167,r,1.3482447054985807,20.983789336727828,1.2154228895946808,-1,13.25675228306547,-72.20053230279056
13,34326,53,59905.09868884529,23.470095073303302,u,1.3565117464750593,22.5767907133587,1.136421244359304,-1,13.25675228306547,-72.20053230279056
