,observationId,night,observationStartMJD,fiveSigmaDepth,filter,airmass,skyBrightness,seeingFwhmEff,fieldId,fieldRA,fieldDec
0,1923,3,59856.35335647184,24.032267781220003,r,1.2815447447519823,21.065518144471852,1.0220678253962392,-1,75.64554057524906,-68.79684199037582
1,1996,3,59856.387608351884,23.535706599991258,i,1.242387526627447,19.60217198321637,0.7704123713817914,-1,77.67678004278294,-66.54990523264597
2,2774,4,59857.3452429197,23.968351430287576,r,1.370114384241416,21.009205917031032,1.049510883642819,-1,81.70369434006547,-72.72357749113598
3,2775,4,59857.345698360994,24.052230682750967,r,1.2759024169629403,21.06931556683594,1.005595513928303,-1,71.42193949852228,-68.5813918678134
4,5117,7,59860.32406603329,22.102594375686838,y,1.2818566278146222,18.145886822240286,0.8140069622983287,-1,71.86329951255564,-68.62626372129496
5,5118,7,59860.32451422657,22.058213484862716,y,1.3313397466966612,18.122261420910863,0.8327176813845351,-1,76.87093620909921,-70.84963192719907
6,5150,7,59860.33886468532,22.000038101024103,y,1.276666332873422,18.1536008706217,0.8984166093592021,-1,71.86329951255564,-68.62626372129496
7,5151,7,59860.339312270364,21.95994649764577,y,1.3224289395955853,18.133994436273838,0.917602811684303,-1,76.87093620909921,-70.84963192719907
8,5171,7,59860.34841910362,22.061377637680724,y,1.3721623143816197,18.11723523888832,0.8231793936938138,-1,87.95407160392618,-72.59745580710208
9,5172,7,59860.348867704546,22.12063100020179,y,1.3149848279452885,18.162859099055435,0.8024235074392765,-1,82.56695312974942,-70.29637146076985
10,5173,7,59860.34931621739,22.164517345945374,y,1.2655973062372112,18.184968761471648,0.7842030425387176,-1,78.24450578433918,-67.87052518140274
11,5981,8,59861.32554618677,21.99727530566294,y,1.317944730977621,18.088436926918824,0.8695775507993848,-1,91.13051520684735,-67.73378171905449
12,5983,8,59861.32644218277,22.002974721806204,y,1.2681278826717117,18.133088556322583,0.8891247189108766,-1,77.20493486940101,-67.47024881830744
13,6014,8,59861.34055285339,22.03041949974834,y,1.29652267506267,18.10701793126897,0.8532291579164039,-1,91.13051520684735,-67.73378171905449
14,6016,8,59861.34144800178,22.153099875136995,y,1.259732537377736,18.14369966684871,0.7789548651776101,-1,77.20493486940101,-67.47024881830744
15,6930,9,59862.37449223647,21.856244463401712,y,1.3027602932660391,17.977528305964277,0.9450649759788369,-1,89.41840219226476,-69.94744140780011
16,7721,10,59863.35089143164,21.917426263522234,y,1.3589429335361392,18.114476743617956,0.9406890113258751,-1,85.59216301968209,-72.53190204806725
17,9395,12,59865.35908291641,22.539362087491902,z,1.325545643990152,18.840685465672774,1.149656468341453,-1,85.32978903612717,-71.18633550347298
18,9396,12,59865.359530256566,22.536317425405322,z,1.3278502748682133,18.83700669701352,1.1508553466648404,-1,75.58448112518074,-71.28821915424294
19,11063,14,59867.37634842318,22.624614340899797,z,1.2710547859803436,18.642841164649052,0.9774408136865215,-1,83.54760450265418,-68.23875296968242
20,11075,14,59867.38175719954,22.13704362208716,z,1.2920669509461515,17.981163992067362,1.1379090503673779,-1,75.01471272291313,-68.45125714760749
21,20427,29,59882.331889606714,23.030918193066153,u,1.2770821354831468,22.626690456156666,1.4847329053656826,-1,80.12017908540987,-68.46281591992447
22,20428,29,59882.33233842781,22.974360177026476,u,1.3297682704085896,22.604139886011993,1.5211870355066859,-1,80.96319381574615,-71.31526843348918
23,20466,29,59882.35125076096,24.557611097321296,g,1.2890853145428465,22.09038523327454,0.9726768390758789,-1,80.12017908540987,-68.46281591992447
24,20467,29,59882.35169898332,24.502547098533142,g,1.3403990072406133,22.04027718319121,0.9957264341438441,-1,80.96319381574615,-71.31526843348918
25,25427,43,59896.195574653,23.636098647392764,i,1.267337390663192,19.60856796787886,0.7027641070021977,-1,70.60730323720412,-66.44642090060135
26,25428,43,59896.196023689816,23.58201902458166,i,1.3190184403749667,19.55946888221205,0.7198213829457222,-1,73.4334735604271,-69.07599686611255
27,25430,43,59896.19691559873,23.52222634390364,i,1.378001918814622,19.50509371040859,0.7389654211881502,-1,76.94919118881506,-71.66025348784406
28,25460,43,59896.21169005097,23.022800530724016,z,1.252364446444842,18.992321987243155,0.7907368414846063,-1,70.60730323720412,-66.44642090060135
29,25461,43,59896.21213912752,22.971894343371133,z,1.3021558075795134,18.94575493973498,0.8094523850284555,-1,73.4334735604271,-69.07599686611255
30,25463,43,59896.21303128153,22.98872160232765,z,1.3590943878029518,18.89497032706577,0.7766732780128134,-1,76.94919118881506,-71.66025348784406
31,25503,43,59896.231619661,23.1384902240392,z,1.2771316976608103,18.961420452135584,0.7001900325034582,-1,81.5484898842849,-67.43991968101132
32,25504,43,59896.23206714677,23.105372157703453,z,1.32204276473938,18.945599595389677,0.7148613483616777,-1,88.6530870749066,-68.791234985095
33,25505,43,59896.23251476233,23.063543768332188,z,1.3218801654814398,18.943629210109776,0.7423071594137424,-1,80.42358635249076,-70.20643409920933
34,25536,43,59896.2482988634,22.323868468497082,y,1.264059585767585,18.318814408520307,0.7182224141701742,-1,81.5484898842849,-67.43991968101132
35,25537,43,59896.24874525359,22.381055849300427,y,1.3023563168483203,18.3087704320882,0.6743326371205156,-1,88.6530870749066,-68.791234985095
36,25538,43,59896.24919292875,22.37094195041804,y,1.3108176440361539,18.299378675302997,0.6769578898635413,-1,80.42358635249076,-70.20643409920933
37,29724,49,59902.1736789438,24.048431067810153,r,1.3601498647928314,21.004839864057562,0.974339452863121,-1,72.24001715697803,-71.14841056352327
38,29757,49,59902.18991255117,23.344449484701478,i,1.3429880068665303,20.20246586030798,1.1745961088914147,-1,72.24001715697803,-71.14841056352327
39,30500,50,59903.207490140245,24.967352869348485,g,1.26500660609464,22.146475494559937,0.682957687212103,-1,78.8500274757915,-66.82954607355205
40,30501,50,59903.20793718245,24.975226823998984,g,1.2682910860172487,22.174605447474903,0.6840210796286478,-1,71.97482995427713,-67.8657605149762
41,30502,50,59903.20838517426,24.885632549219704,g,1.314861436349941,22.119616111648313,0.7225833132593714,-1,77.21589021123775,-69.99533640438307
42,30504,50,59903.20927975982,24.880548651698234,g,1.3698609916339979,22.11221809788138,0.7163809373552533,-1,74.00878180016116,-73.0307651786732
43,30533,50,59903.224116019075,24.429254357026345,r,1.2527430668604995,21.053990594321018,0.708236745967392,-1,78.8500274757915,-66.82954607355205
44,30534,50,59903.224562969466,24.478315198497327,r,1.263031185919205,21.079796924837282,0.6829911425552432,-1,71.97482995427713,-67.8657605149762
45,30535,50,59903.2250101464,24.426541682958888,r,1.3050906666799322,21.020691125978615,0.6965479805227598,-1,77.21589021123775,-69.99533640438307
46,30537,50,59903.22590381298,24.39582508489151,r,1.3637832993588954,21.007395982370927,0.707957115704484,-1,74.00878180016116,-73.0307651786732
47,30566,50,59903.239430514455,24.408677966948915,r,1.294468528852254,21.041665137045907,0.7148399541322928,-1,90.18134387443878,-68.63750254186256
48,30567,50,59903.23987760432,24.370169371041165,r,1.3398711055867685,21.01744038374617,0.7297796241641129,-1,87.34655969000573,-71.41690989791998
49,30576,50,59903.2439323248,24.324875257659563,r,1.3319717685871326,21.00613407506494,0.7581833942855094,-1,77.79822959542221,-71.58091245232492
50,30577,50,59903.24438017567,24.400689059796896,r,1.2835666365187373,21.059792912911302,0.7261680276340401,-1,81.95767430133904,-68.94409216007897
51,30578,50,59903.24482894814,24.438631138431425,r,1.2371397157651691,21.07887428407837,0.7102926505373485,-1,77.8093630777588,-66.30705566548346
52,30599,50,59903.25559835079,23.72534820352837,i,1.2829968242051848,20.24582369999457,0.8464696982299986,-1,90.18134387443878,-68.63750254186256
53,30600,50,59903.25604632524,23.789721099361056,i,1.331658099166074,20.213129587207646,0.7836661384611906,-1,87.34655969000573,-71.41690989791998
54,30609,50,59903.26010376694,23.918673887052574,i,1.3333154517602854,20.194178876823592,0.6903667539776822,-1,77.79822959542221,-71.58091245232492
55,30610,50,59903.26055237135,23.977386047079044,i,1.2813567287503436,20.25623409974245,0.6740966267243195,-1,81.95767430133904,-68.94409216007897
56,30611,50,59903.261000284816,24.021360455804924,i,1.238912024212389,20.27347066597064,0.6543988370933438,-1,77.8093630777588,-66.30705566548346
57,31978,53,59905.24331530242,23.355479931764343,u,1.2663995518279003,22.625157349157554,1.1061390277382868,-1,70.71343620502239,-67.83299696120092
58,31979,53,59905.243762855585,23.34482058565201,u,1.2750687647416121,22.614906723023065,1.1106761112840022,-1,78.67080169248077,-68.59060633206181
59,31980,53,59905.244209971555,23.29935761227688,u,1.3186184189508063,22.603629614094853,1.133283979702506,-1,73.82302289309163,-70.84027555003071
60,32011,53,59905.25947875228,24.369141393778758,g,1.276068022518379,22.15289941456598,1.1848843191747576,-1,70.71343620502239,-67.83299696120092
61,32012,53,59905.25992636144,24.41128936047481,g,1.2774378340774133,22.14236620809766,1.1354237563742022,-1,78.67080169248077,-68.59060633206181
62,32013,53,59905.2603742463,24.370754029690303,g,1.32529703461887,22.124991258165387,1.1607589679383643,-1,73.82302289309163,-70.84027555003071
63,32398,54,59906.10553405369,24.28522697922212,g,1.5193142941359628,22.068541756767225,1.1859210404419738,-1,83.54321331100425,-67.70532833770416
64,32399,54,59906.105980097636,24.267287680227497,g,1.534705379691556,22.046895832179036,1.1931147350737477,-1,81.35896058808969,-70.78750989539265
65,32400,54,59906.10642649408,24.21728097364714,g,1.6042171483325878,22.030008446628063,1.2252510763149154,-1,89.26266723446116,-69.97843739287369
66,32401,54,59906.10687200875,24.196505634682236,g,1.6285522389556903,22.014666532094616,1.2363693106564222,-1,88.17288354666135,-73.10661663810839
67,32425,54,59906.11755574916,24.539408087434367,g,1.443952918126393,22.07988012151538,0.9560787915409689,-1,72.9064322683737,-71.22828552018909
68,32431,54,59906.121581954576,24.026663425164706,r,1.4619923981200174,20.97023934489759,0.9690568016644521,-1,83.54321331100425,-67.70532833770416
69,32432,54,59906.12202802746,23.905653371215646,r,1.4853622672758109,20.94201521116133,1.068351619755919,-1,81.35896058808969,-70.78750989539265
70,32433,54,59906.12247356064,23.86608489594655,r,1.5424851495225111,20.923981114329067,1.0928168313358657,-1,89.26266723446116,-69.97843739287369
71,32434,54,59906.122919015164,23.839781967761013,r,1.5749967340644313,20.904071291492365,1.106579384160062,-1,88.17288354666135,-73.10661663810839
72,32458,54,59906.133596324515,24.138807681315054,r,1.4101505237034657,20.978654848058735,0.8821661709582239,-1,72.9064322683737,-71.22828552018909
73,32463,54,59906.13607066122,23.92056397253238,r,1.4598374419832407,20.94759822073567,1.0592522760397878,-1,78.49747702881369,-72.49697400270983
74,32491,54,59906.14867399091,24.057581184344823,r,1.3004669713603743,21.04656114135404,0.9889599664701805,-1,71.45727616353147,-66.65565215831288
75,32492,54,59906.149120642556,24.010689503267155,r,1.3437050392945424,20.99938304576424,1.0085594037221024,-1,78.67109079629718,-67.11319006189647
76,32493,54,59906.14956691485,23.943600735760405,r,1.360310205010078,21.007055650007775,1.074022814588426,-1,74.36887226010617,-69.62706583155317
77,32496,54,59906.15224530003,23.42007704789919,i,1.4281079593074806,20.14367386434386,1.0611362600622791,-1,78.49747702881369,-72.49697400270983
78,32524,54,59906.16484838473,23.33493256728466,i,1.2773522886275686,20.253369507558325,1.2171522258171472,-1,71.45727616353147,-66.65565215831288
79,32525,54,59906.165293932856,23.29190158223565,i,1.312999470732439,20.20501345305799,1.2374202361109208,-1,78.67109079629718,-67.11319006189647
80,32526,54,59906.16574003593,23.280271646154876,i,1.335813468447538,20.208980359332802,1.2502762288068918,-1,74.36887226010617,-69.62706583155317
81,35079,58,59910.04620779569,22.85501501884077,u,1.6425275430232364,22.433191271277355,1.4275818873059043,-1,75.4132452341079,-68.93808057490128
82,35082,58,59910.04754202107,22.699374511367534,u,1.6862733270129175,22.418059947729127,1.610521888344972,-1,77.36552965996049,-71.75204041781666
83,35112,58,59910.06235689117,24.08224925941041,g,1.5715800363541546,21.971077698937393,1.3680053203811198,-1,75.4132452341079,-68.93808057490128
84,35115,58,59910.06368892977,24.027346578199797,g,1.6199291756969167,21.93238021127914,1.4060537004334785,-1,77.36552965996049,-71.75204041781666
85,38003,62,59914.17980890297,21.80495897401766,y,1.3832900968597184,18.308633705904626,1.1318359534090674,-1,89.92991508449084,-71.65328106652711
86,38036,62,59914.195395246774,21.72208763905186,y,1.3636278621283946,18.32454489530693,1.2339213606892105,-1,89.92991508449084,-71.65328106652711
87,39124,64,59916.04761233738,22.536212468294053,z,1.5958632456126909,18.75644140868284,1.0921274829482335,-1,73.73172826779472,-72.76379559492314
88,39125,64,59916.04805667123,22.700929347032087,z,1.5576632615772767,18.767538726732745,0.9452878760566588,-1,73.81895689637733,-69.93082399220783
89,39126,64,59916.04850128118,22.719712888678206,z,1.524579719734955,18.77279984163656,0.9331898891712125,-1,73.90103447098082,-67.0885953238578
90,39128,64,59916.0493986637,22.605712034606423,z,1.6173547699681419,18.735206106835506,1.0134793757377292,-1,81.11886855715679,-68.06629949167555
91,39130,64,59916.05028820957,22.53674094109797,z,1.7254679377583102,18.69480687752669,1.0536002748941666,-1,88.78043763788197,-68.69044471536483
92,39131,64,59916.05073235193,22.489748984540245,z,1.7721985312581314,18.639896940291422,1.070629393212191,-1,91.08762588777691,-71.51601375247752
93,39132,64,59916.05118178002,22.53037643560248,z,1.6488689214478238,18.73451779820668,1.0837959733601312,-1,82.15022314168034,-70.93294113220102
94,39157,64,59916.06366975566,23.206532376097893,i,1.545232679614639,19.371553517599093,0.9187152553489082,-1,73.73172826779472,-72.76379559492314
95,39158,64,59916.064113870816,23.236365905652917,i,1.5021238690371923,19.386844922486862,0.903250156857982,-1,73.81895689637733,-69.93082399220783
