,observationId,night,observationStartMJD,fiveSigmaDepth,filter,airmass,skyBrightness,seeingFwhmEff,fieldId,fieldRA,fieldDec
0,2788,4,59857.372149559946,22.135858999132726,y,1.2857709074074726,18.369527343688315,0.8701499596607225,-1,81.93171206803797,-69.09479407965969
1,2789,4,59857.37260326127,22.13503082009344,y,1.327239737656101,18.318414310142696,0.8461003409451501,-1,77.17958606076216,-71.35469988679414
2,2790,4,59857.37305225014,22.18509444410374,y,1.276680624880059,18.3525358050794,0.8266118082623775,-1,73.22625248222447,-68.59959347860364
3,2791,4,59857.3735034287,22.226042943852274,y,1.2389694953481987,18.384254315111903,0.8118739611208331,-1,77.84262930291041,-66.42859003450916
4,3598,5,59858.34389427943,22.184296011472753,y,1.3376071367003644,18.280521075133738,0.7939926759944789,-1,71.7006517811127,-71.812835617957
5,3612,5,59858.350523692294,22.198613773427248,y,1.3515144522922884,18.297921383929953,0.7878596399166065,-1,87.77609291754932,-71.44117079537384
6,4532,6,59859.38103999246,22.27119808701985,y,1.2678549793895695,18.04463830006779,0.6679555917123893,-1,87.83001293101138,-68.041962335155
7,4535,6,59859.38240760763,22.15120149224149,y,1.319563113880071,17.8676685199482,0.6841698656594153,-1,90.84199684974905,-70.73045599557328
8,5001,7,59860.2930955318,22.97443648269294,z,1.3192047918123941,18.572003687127356,0.6842288440265264,-1,70.91731027638792,-69.4360346620632
9,5003,7,59860.29403882862,22.94151675661054,z,1.3641583374775668,18.555421884434434,0.6981245573121516,-1,84.85365589188523,-68.6773629591097
10,5004,7,59860.29450425296,22.936727941361752,z,1.3678199290246889,18.549633354322378,0.6992482728042779,-1,78.30093962404843,-70.75935455639949
11,5005,7,59860.29496801353,22.892926814835484,z,1.4243428949036865,18.521592521677842,0.7164448713934897,-1,86.61802093348314,-71.72353545613169
12,5034,7,59860.31032788838,21.97398026331371,y,1.3034447419944546,18.134509344819186,0.9087211143363445,-1,70.91731027638792,-69.4360346620632
13,5036,7,59860.31127255914,21.94360246670193,y,1.3333829750255395,18.112566050705105,0.921187397317249,-1,84.85365589188523,-68.6773629591097
14,5037,7,59860.311738323784,21.93380367220396,y,1.3455630675161125,18.1087951347622,0.926227090885368,-1,78.30093962404843,-70.75935455639949
15,5038,7,59860.312203535126,21.88687703872209,y,1.3941061461828717,18.076245553593473,0.9461337823226359,-1,86.61802093348314,-71.72353545613169
16,5064,7,59860.32540710873,22.004167214805058,y,1.392316775461015,18.091950296836153,0.8553961298761195,-1,88.75369542469097,-72.18162497213672
17,5097,7,59860.341359090125,22.036659279923676,y,1.3728357876833728,18.109116663594524,0.8390391745144968,-1,88.75369542469097,-72.18162497213672
18,5122,7,59860.35381707171,22.104652549897153,y,1.3475220825942347,18.13051072489466,0.7987295435336808,-1,78.04362398367557,-72.25984982848416
